semantic_group_id,num_markets,num_dates,num_event_slugs,event_slugs,actors,sample_questions,needs_review
bird-flu-pandemic,1,1,1,bird-flu-pandemic-before-august-2025,,Bird flu pandemic before August 2025?,True
crimean-bridge,1,1,1,crimean-bridge-before-2025,,Crimean bridge hit before 2025?,True
icc-arrest-warrant-for-netanyahu,1,1,1,icc-arrest-warrant-for-netanyahu-before-inauguration,,ICC arrest warrant for Netanyahu before inauguration?,True
will-microstrategy-hold-400k-btc,1,1,1,will-microstrategy-hold-400k-btc-before-2025,,Will MicroStrategy hold 400k+ BTC before 2025?,True
will-doge-hit,1,1,1,will-doge-hit-69-by-inauguration-day,,Will DOGE hit 69¢ by Inauguration Day?,True
solana-etf-approved,1,1,1,solana-etf-approved-by-july-31-2025,,Solana ETF approved by July 31?,True
doge-etf-approved,1,1,1,doge-etf-approved-by-july-31-2025,,Doge ETF approved by July 31?,True
will-icc-withdraw-its-arrest-warrant-against-netanyahu,1,1,1,will-icc-withdraw-its-arrest-warrant-against-netanyahu-before-july,,Will ICC withdraw its arrest warrant against Netanyahu before July?,True
will-another-trump-cabinet-nominee-be-withdrawn-before-the-inauguration:trump,1,1,1,will-another-trump-cabinet-nominee-be-withdrawn-before-the-inauguration,trump,Another Trump Cabinet nominee withdrawn before inauguration?,True
pumpfun-ends-livestreaming,1,1,1,pumpfun-ends-livestreaming-by-friday,,Pump.fun disables livestreaming by Friday?,True
uk-election-called,1,1,1,uk-election-called-before-2025,,UK election called before 2025?,True
will-trump-impose-25-tariff-on-mexicocanada:trump,1,1,1,will-trump-impose-25-tariff-on-mexicocanada,trump,Will Trump impose 25% tariff on Mexico or Canada before February?,True
will-bryson-complete-the-hole-in-1-challenge,1,1,1,will-bryson-complete-the-hole-in-1-challenge-by-friday,,Will Bryson complete the Hole in 1 Challenge by Friday?,True
will-bryson-break-a-window,1,1,1,will-bryson-break-a-window-by-friday,,Will Bryson break a window by Friday?,True
assad-out-as-president-of-syria,1,1,1,assad-out-as-president-of-syria-by-march-31-2025,,"Assad out as President of Syria by March 31, 2025?",True
will-russia-pull-out-of-syria:russia,1,1,1,will-russia-pull-out-of-syria,russia,Will Russia pull out of Syria before April 2025?,True
ripple-etf-approved,1,1,1,ripple-etf-approved-by-july-31-2025,,Ripple ETF approved by July 31?,True
will-oasis-break-up-before-their-tour,1,1,1,will-oasis-break-up-before-their-tour,,Will Oasis break up before their tour?,True
south-korean-opposition-leader-lee-arrested,1,1,1,south-korean-opposition-leader-lee-arrested-by-friday,,South Korean Dem Party leader arrested by Friday?,True
south-korean-president-impeached,1,1,1,south-korean-president-impeached-by-friday,,South Korean President impeached by Friday?,True
will-us-government-sell-btc-before-trump-inauguration:trump,1,1,1,will-us-government-sell-btc-before-trump-inauguration,trump,Will US gov sell Bitcoin before Trump inauguration?,True
will-south-korean-president-lift-martial-law,1,1,1,will-south-korean-president-lift-martial-law-by-friday,,Will South Korean President lift martial law by Friday?,True
south-korean-peoples-power-party-leader-arrested,1,1,1,south-korean-peoples-power-party-leader-arrested-by-friday,,South Korean People’s Power leader arrested by Friday?,True
factcheck-brian-thompson-perp-motivated,1,1,1,factcheck-brian-thompson-perp-motivated-by-denied-claims,,Fact Check: Luigi Mangione motivated by denied claims?,True
no-brian-thompson-perp-arrested,1,1,1,when-will-brian-thompson-perp-be-arrested,,No Brian Thompson Perp arrested by Sunday?,True
roaring-kitty-tweets-a-company-tickername,1,1,1,roaring-kitty-tweets-a-company-tickername-by-friday,,Roaring Kitty tweets company name by Friday?,True
roaring-kitty-shows-new-gamestop-holdings,1,1,1,roaring-kitty-shows-new-gamestop-holdings-by-friday,,Roaring Kitty shows GameStop holdings by Friday?,True
will-hailey-welch-apologize,1,1,1,will-hailey-welch-apologize-by-friday,,Will Hailey Welch apologize by Friday?,True
hawk-tuah-onlyfans,1,1,1,hawk-tuah-onlyfans-by-january,,Hawk Tuah OnlyFans by January 31?,True
pumpfun-banned-in-the-us:us,1,1,1,pumpfun-banned-in-the-us-before-2025,us,Pump.fun banned in the US before 2025?,True
eric-adams-a-republican,1,1,1,eric-adams-a-republican-before-april,,Eric Adams a Republican before April?,True
assad-leaves-syria,1,1,1,assad-leaves-syria-before-2025,,Assad leaves Syria before 2025?,True
jay-z-in-jail,1,1,1,jay-z-in-jail-before-april,,Jay-Z in jail before April?,True
will-jay-z-settle-with-his-accuser,1,1,1,will-jay-z-settle-with-his-accuser,,Will Jay-Z settle with his accuser before April?,True
will-the-us-remove-hts-from-terror-list:us,1,1,1,will-the-us-remove-hts-from-terror-list,us,Will the U.S. remove HTS from terror list before March?,True
brian-thompson-perps-manifesto-released,1,1,1,brian-thompson-perps-manifesto-released-by-friday,,Luigi Mangione manifesto released by Friday?,True
brian-thompson-suspect-luigi-mangione-charged,1,1,1,brian-thompson-suspect-luigi-mangione-charged-by-friday,,Luigi Mangione charged by Friday?,True
sanchez-resigns-as-president-of-spain,1,1,1,sanchez-resigns-as-president-of-spain-before-march,,Sánchez resigns as PM of Spain before March?,True
will-pepmangione-release-another-video,1,1,1,will-pepmangione-release-another-video-by-wednesday,,Will @PepMangione release another video by Dec 11?,True
luigi-mangione-extradited-to-new-york-in,1,1,1,luigi-mangione-extradited-to-new-york-in-2024,,Luigi Mangione extradited to New York before 2025?,True
assad-public-appearance,1,1,1,assad-public-appearance-before-2025,,Assad public appearance before 2025?,True
new-pandemic,1,1,1,new-pandemic-before-july,,New pandemic before July?,True
will-mcdonalds-worker-get-reward-money-for-reporting-luigi,1,1,1,will-mcdonalds-worker-get-reward-money-for-reporting-luigi,,Will McDonald's worker get reward money before April?,True
luigi-mangione-not-extradited-to-new-york,1,1,1,luigi-mangione-extradited-to-new-york-in,,Luigi Mangione not extradited to New York by February?,True
luigi-mangione-extradited-to-new-york,1,1,1,luigi-mangione-extradited-to-new-york-in,,Luigi Mangione extradited to New York by December?,True
will-luigi-mangione-fire-his-lawyer,1,1,1,will-luigi-mangione-fire-his-lawyer-before-2025,,Will Luigi Mangione fire his lawyer before 2025?,True
will-the-us-recognize-syrian-government:us,1,1,1,who-will-recognize-syrian-government-by-march-31,us,Will the U.S. recognize Syrian government by March 31?,True
will-russia-recognize-syrian-government:russia,1,1,1,who-will-recognize-syrian-government-by-march-31,russia,Will Russia recognize Syrian government by March 31?,True
will-an-eu-nation-recognize-syrian-government,1,1,1,who-will-recognize-syrian-government-by-march-31,,Will an EU nation recognize Syrian government by March 31?,True
will-trkiye-recognize-syrian-government,1,1,1,who-will-recognize-syrian-government-by-march-31,,Will Türkiye recognize Syrian government by March 31?,True
will-saudi-arabia-recognize-syrian-government,1,1,1,who-will-recognize-syrian-government-by-march-31,,Will Saudi Arabia recognize Syrian government by March 31?,True
no-trump-announcement-of-next-fed-chair:trump,1,1,1,who-will-trump-announce-as-next-fed-chair-before-july,trump,No Trump announcement of next Fed Chair by June 30?,True
lula-out,1,1,1,lula-out-before-february,,Lula out before April?,True
feds-raid-jay-z,1,1,1,feds-raid-jay-z-before-april,,Feds raid Jay-Z before April?,True
mystery-drone-shot-down,1,1,1,mystery-drone-shot-down-by-sunday,,Mystery drones shot down by Sunday?,True
will-trump-comment-on-new-jersey-drones:trump,1,1,1,will-trump-comment-on-new-jersey-drones-by-sunday,trump,Will Trump comment on New Jersey drones by Sunday?,True
will-lebron-play-again,1,1,1,will-lebron-play-again-by-christmas,,Will Lebron play again by Christmas?,True
texas-strategic-bitcoin-reserve-act-signed-into-law,1,1,1,texas-strategic-bitcoin-reserve-act-signed-into-law-by-march-31,,Texas Strategic Bitcoin Reserve Act signed into law by March 31?,True
openai-settlement-with-elon-musk-in,1,1,1,openai-settlement-with-elon-musk-in-2024,,Will Elon Musk settle lawsuit with OpenAI before 2025?,True
will-openai-sue-elon-musk,1,1,1,will-openai-sue-elon-musk-before-2025,,Will OpenAI sue Elon Musk before 2025?,True
mystery-drones-shot-down,1,1,1,mystery-drones-shot-down-by-next-friday,,Mystery drones shot down by Friday?,True
will-bitcoin-migrate-from-sha,1,1,1,will-bitcoin-migrate-from-sha-256-before-june,,Will Bitcoin replace SHA-256 before June?,True
runway-closures-due-to-mystery-drones,1,1,1,runway-closures-due-to-mystery-drones-by-friday,,Runway closures due to Mystery Drones by Friday?,True
biden-statement-on-mystery-drones:biden,1,1,1,biden-statement-on-mystery-drones-by-friday,biden,Biden statement on Mystery Drones by Friday?,True
will-trump-sue-ann-selzer:trump,1,1,1,will-trump-sue-ann-selzer-before-inauguration,trump,Will Trump sue Ann Selzer before inauguration?,True
will-binance-delist-pnut,1,1,1,will-binance-delist-pnut-by-friday,,Will Binance delist Pnut by Friday?,True
trudeau-out,1,1,1,trudeau-out-before-april,,Trudeau out before April?,True
trudeau-no-confidence-motion-passes,1,1,1,trudeau-no-confidence-motion-passes-before-april,,Trudeau no confidence motion passes before April?,True
justin-trudeau-out-as-leader-of-liberals,1,1,1,justin-trudeau-out-as-leader-of-liberals-before-april,,Justin Trudeau out as leader of Liberals before April?,True
travis-hunter-and-gf-break-up-before-nfl-draft,1,1,1,travis-hunter-and-gf-break-up-before-nfl-draft,,Travis Hunter and GF break up before Draft?,True
states-call-constitutional-convention-called,1,1,1,states-call-constitutional-convention-called-before-july,,States call a Constitutional Convention before July?,True
will-honda-and-nissan-merge,1,1,1,will-honda-and-nissan-merge,,Honda and Nissan merger announced before February?,True
another-trudeau-cabinet-resignation,1,1,1,another-trudeau-cabinet-resignation-by-friday,,Another Trudeau cabinet resignation by Friday?,True
litecoin-etf-approved,1,1,1,litecoin-etf-approved-by-july-31-2025,,Litecoin ETF approved by July 31?,True
no-opensea-token-launch,1,1,1,opensea-market-cap-fdv-one-day-after-launch,,No Opensea token launch by July?,True
minnesota-twins-sale-announced,1,1,1,minnesota-twins-sale-announced-before-july,,Minnesota Twins sale announced before July?,True
canada-as-51st-us-state,1,1,1,canada-as-51st-us-state-by-before-july,,Will Canada join US as 51st state before July?,True
will-congress-pay-raise-be-removed-in-cr,1,1,1,will-congress-pay-raise-be-removed-in-cr-by-friday,,Congress pay raise removed from funding bill by Friday?,True
jonathan-anderson-joins-dior-creative-director,1,1,1,jonathan-anderson-joins-dior-creative-director-before-february,,Jonathan Anderson joins Dior creative director before February?,True
will-congress-pass-another-spending-bill:trump,1,1,1,will-congress-pass-another-spending-bill-before-inauguration,trump,Congress passes funding bill before Trump inauguration?,True
fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,1,1,1,fed-decision-in-march,,Fed decreases interest rates by 50+ bps after March 2025 meeting?,True
fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,1,1,1,fed-decision-in-march,,Fed decreases interest rates by 25 bps after March 2025 meeting?,True
fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,1,1,1,fed-decision-in-march,,Fed increases interest rates by 25+ bps after March 2025 meeting?,True
sabato-de-sarno-out-as-creative-director-of-gucci,1,1,1,sabato-de-sarno-out-as-creative-director-of-gucci-before-february,,Sabato De Sarno out as creative Director of Gucci before February?,True
bird-flu-declared-public-health-emergency,1,1,1,bird-flu-declared-public-health-emergency-before-april,,Bird flu declared public health emergency before April?,True
debt-ceiling-raisedsuspended-before-trump-inauguration:trump,1,1,1,debt-ceiling-raisedsuspended-before-trump-inauguration,trump,Debt ceiling raised or suspended by inauguration?,True
debt-ceiling-abolished-before-trump-inauguration:trump,1,1,1,debt-ceiling-abolished-before-trump-inauguration,trump,Debt ceiling abolished before Trump inauguration?,True
will-the-number-of-federal-employees-decrease-by-less-than-25000-between-december-and-june,1,1,1,of-jobs-elon-and-doge-cut-in-first-6-months,,"Will the number of federal employees decrease by less than 25,000 between December and June? ",True
will-the-number-of-federal-employees-decrease-by-25000-50000-between-december-and-june,1,1,1,of-jobs-elon-and-doge-cut-in-first-6-months,,"Will the number of federal employees decrease by 25,000-50,000 between December and June? ",True
will-the-number-of-federal-employees-decrease-by-50000-100000-between-december-and-june,1,1,1,of-jobs-elon-and-doge-cut-in-first-6-months,,"Will the number of federal employees decrease by 50,000-100,000 between December and June? ",True
will-the-number-of-federal-employees-decrease-by-100000-200000-between-december-and-june,1,1,1,of-jobs-elon-and-doge-cut-in-first-6-months,,"Will the number of federal employees decrease by 100,000-200,000 between December and June? ",True
will-the-number-of-federal-employees-decrease-by-200000-or-more-between-december-and-june,1,1,1,of-jobs-elon-and-doge-cut-in-first-6-months,,"Will the number of federal employees decrease by 200,000 or more between December and June? ",True
abstract-token-launch,1,1,1,abstract-token-launch-by-january-31,,Abstract token launch by January 31?,True
will-netanyahu-meet-with-mbs,1,1,1,will-netanyahu-meet-with-mbs-before-july,,Will Netanyahu meet with MBS before April?,True
will-the-us-acquire-greenland:us,1,1,1,will-the-us-acquire-greenland-before-july,us,Will Trump acquire Greenland before July?,True
will-turkey-leave-nato:nato,1,1,1,will-turkey-leave-nato-by-june-30,nato,Will Turkey leave NATO by June 30?,True
will-microstrategy-hold-500k-btc-before-trump-inauguration:trump,1,1,1,will-microstrategy-hold-500k-btc-before-trump-inauguration,trump,Will MicroStrategy hold 500k+ BTC before Trump inauguration?,True
will-ukraine-join-nato:ukraine,1,1,1,will-ukraine-join-nato-before-july,ukraine,Will Ukraine join NATO before July?,True
taylor-swift-and-travis-kelce-engaged,1,1,1,taylor-swift-and-travis-kelce-engaged-before-april,,Taylor Swift and Travis Kelce engaged before April?,True
will-us-leave-nato:nato,1,1,1,will-us-leave-nato-by-june-30,nato,Will US leave NATO by June 30?,True
hyperliquid-exploit,1,1,1,hyperliquid-exploit-before-february,,Hyperliquid exploit before February?,True
us-out-of-who-by-trumps-first-100-days:trump,1,1,1,us-out-of-who-by-trumps-first-100-days,trump,US out of WHO by Trump's first 100 days?,True
will-erdogan-visit-syria,1,1,1,will-erdogan-visit-syria-by-january,,Will Erdogan visit Syria by January?,True
sisi-out-as-president-of-egypt,1,1,1,sisi-out-as-president-of-egypt-by-march-31-2025,,Sisi out as President of Egypt by March 31?,True
will-amazon-purchase-bitcoin,1,1,1,will-amazon-purchase-bitcoin-by-june,,Will Amazon purchase Bitcoin before July?,True
sriram-krishnan-out-as-trump-ai-policy-advisor:trump,1,1,1,sriram-krishnan-out-as-trump-ai-policy-advisor-before-inauguration,trump,Will Trump remove Sriram before inauguration?,True
